,rt_score,rt_avg_rating,rt_audience_score,rt_user_rating,rt_avg_aud_rating,rt_fresh,rt_rotten
2716,88%,8/10,87%,"127,446",4.1/5,295,42
2717,82%,4/10,94%,"355,343",4/5,79,17
2718,98%,3/10,98%,"732,022",4.4/5,86,2
2719,98%,7/10,93%,987,4.5/5,106,2
2720,72%,2/10,95%,"1,243,857",4.1/5,66,26
2721,95%,2/10,96%,"825,430",4.1/5,71,4
2722,91%,2/10,95%,"1,355,431",4.1/5,208,20
2723,87%,2/10,81%,"58,211",4.1/5,344,51
2724,84%,7/10,88%,"18,357",4.2/5,144,27
2725,99%,8/10,90%,"1,149",4.3/5,177,2
2726,0,0,0,0,0,0,0
2727,0,0,0,0,0,0,0
2728,96%,3/10,89%,"390,605",4.3/5,307,13
2729,87%,8/10,90%,"1,210,158",4.3/5,307,47
2730,98%,3/10,95%,"1,304",4.7/5,112,2
2731,88%,6/10,85%,"33,323,891",3.6/5,126,18
2732,75%,7/10,93%,"45,065",4.3/5,91,31
2733,0,0,0,0,0,0,0
2734,97%,9/10,97%,"410,783",4.3/5,90,3
2735,91%,2/10,94%,"736,787",4.1/5,249,26
2736,88%,8/10,87%,"774,411",4/5,279,37
2737,91%,8/10,92%,"253,206",4.4/5,279,27
2738,0,0,0,0,0,0,0
2739,91%,3/10,91%,"1,069,586",3.6/5,112,11
2740,93%,9/10,90%,"90,900",4.3/5,350,26
2741,93%,7/10,86%,"34,679,279",3.7/5,252,18
2742,96%,7/10,95%,"845,930",4.1/5,85,4
2743,0,0,0,0,0,0,0
2744,95%,6/10,91%,"635,858",4.1/5,217,12
2745,97%,6/10,85%,"126,497",4.2/5,382,13
2746,84%,7/10,90%,"186,128",4.3/5,267,52
2747,91%,8/10,91%,"130,662",4.3/5,318,31
2748,96%,9/10,97%,"428,343",4.3/5,87,4
2749,,,87%,113,4.1/5,0,0
2750,30%,2/10,Average Rating:,591,N/A,6,14
2751,0,0,0,0,0,0,0
2752,25%,2/10,41%,"83,492",2.9/5,67,199
2753,60%,2/10,82%,"6,797",3.6/5,3,2
2754,20%,2/10,17%,"1,241",1.8/5,3,12
2755,0,0,0,0,0,0,0
2756,6%,4/10,26%,"6,229",2.3/5,2,33
2757,12%,1/10,37%,"5,434",2.6/5,21,151
2758,0,0,0,0,0,0,0
2759,,,28%,160,2.2/5,0,0
2760,0,0,0,0,0,0,0
2761,0,0,0,0,0,0,0
2762,11%,3/10,48%,"27,376",3/5,21,165
2763,15%,7/10,43%,"324,383",3.1/5,32,176
2764,0,0,0,0,0,0,0
2765,,,42%,"7,512",3.1/5,0,0
2766,,,24%,403,2.3/5,0,0
2767,7%,2/10,20%,"2,124",1.7/5,5,66
2768,92%,3/10,69%,"5,542",3.5/5,23,2
2769,0%,6/10,50%,45,2.9/5,0,16
2770,19%,7/10,16%,698,1.9/5,5,22
2771,11%,8/10,36%,"121,711",2.8/5,23,179
2772,11%,4/10,16%,274,1.9/5,5,40
2773,4%,2/10,24%,"35,457",2.1/5,3,80
2774,13%,7/10,29%,81,2.7/5,1,7
2775,0,0,0,0,0,0,0
2776,0,0,0,0,0,0,0
2777,9%,5/10,14%,603,1.6/5,2,21
2778,0,0,0,0,0,0,0
2779,27%,5/10,45%,"759,048",3.1/5,57,153
2780,12%,6/10,24%,"53,974",2.4/5,8,61
2781,13%,1/10,44%,41,2.9/5,1,7
2782,0,0,0,0,0,0,0
2783,,,26%,499,2.3/5,0,0
2784,23%,3/10,36%,"56,818",2.3/5,12,41
2785,17%,4/10,26%,"3,532",2.6/5,1,5
2786,0%,3/10,32%,"3,167",2.5/5,0,35
2787,5%,3/10,10%,136,1.5/5,1,20
2788,32%,5/10,23%,524,2.3/5,24,50
2789,,,52%,378,2.8/5,0,0
2790,16%,2/10,56%,"19,972",3.2/5,7,38
2791,0,0,0,0,0,0,0
2792,0,0,0,0,0,0,0
2793,,,27%,96,2.8/5,0,0
2794,20%,5/10,22%,"7,132",2.3/5,16,64
2795,10%,5/10,8%,"1,682",1.2/5,1,9
2796,0,0,0,0,0,0,0
2797,1%,8/10,19%,"128,802",2.2/5,1,72
2798,23%,5/10,34%,"4,554",2.7/5,13,44
2799,0%,6/10,33%,865,2.5/5,0,34
2800,62%,1/10,89%,"17,861",4.4/5,213,133
2801,96%,9/10,76%,"3,436",3.9/5,315,14
2802,90%,1/10,80%,"15,993",4.1/5,403,45
2803,81%,4/10,95%,"3,724",4.4/5,215,52
2804,0,0,0,0,0,0,0
2805,81%,7/10,94%,"2,269",4.6/5,40,9
2806,85%,6/10,91%,"51,037",4.5/5,349,63
2807,98%,2/10,0,"47,367",0,50,1
2808,70%,9/10,95%,322,4.7/5,7,3
2809,94%,6/10,94%,"1,830,714",4.4/5,312,20
2810,91%,2/10,98%,"884,696",4.4/5,61,6
2811,71%,7/10,85%,"173,373",4.1/5,243,97
2812,91%,4/10,86%,"21,574",4.2/5,333,33
2813,86%,1/10,91%,"569,017",4.2/5,298,47
2814,94%,1/10,96%,"1,125,719",4.2/5,78,5
2815,0,0,0,0,0,0,0
2816,88%,8/10,87%,"127,446",4.1/5,295,42
2817,82%,4/10,94%,"355,343",4/5,79,17
2818,98%,3/10,98%,"732,022",4.4/5,86,2
2819,98%,7/10,93%,987,4.5/5,106,2
2820,72%,2/10,95%,"1,243,857",4.1/5,66,26
2821,95%,2/10,96%,"825,430",4.1/5,71,4
2822,91%,2/10,95%,"1,355,431",4.1/5,208,20
2823,87%,2/10,81%,"58,211",4.1/5,344,51
2824,84%,7/10,88%,"18,357",4.2/5,144,27
2825,99%,8/10,90%,"1,149",4.3/5,177,2
2826,0,0,0,0,0,0,0
2827,0,0,0,0,0,0,0
2828,96%,3/10,89%,"390,605",4.3/5,307,13
2829,87%,8/10,90%,"1,210,158",4.3/5,307,47
2830,98%,3/10,95%,"1,304",4.7/5,112,2
2831,88%,6/10,85%,"33,323,891",3.6/5,126,18
2832,75%,7/10,93%,"45,065",4.3/5,91,31
2833,0,0,0,0,0,0,0
2834,97%,9/10,97%,"410,783",4.3/5,90,3
2835,91%,2/10,94%,"736,787",4.1/5,249,26
2836,88%,8/10,87%,"774,411",4/5,279,37
2837,91%,8/10,92%,"253,206",4.4/5,279,27
2838,0,0,0,0,0,0,0
2839,91%,3/10,91%,"1,069,586",3.6/5,112,11
2840,93%,9/10,90%,"90,900",4.3/5,350,26
2841,93%,7/10,86%,"34,679,279",3.7/5,252,18
2842,96%,7/10,95%,"845,930",4.1/5,85,4
2843,0,0,0,0,0,0,0
2844,95%,6/10,91%,"635,858",4.1/5,217,12
2845,97%,6/10,85%,"126,497",4.2/5,382,13
2846,84%,7/10,90%,"186,128",4.3/5,267,52
2847,91%,8/10,91%,"130,662",4.3/5,318,31
2848,96%,9/10,97%,"428,343",4.3/5,87,4
2849,,,87%,113,4.1/5,0,0
2850,30%,2/10,Average Rating:,591,N/A,6,14
2851,0,0,0,0,0,0,0
2852,25%,2/10,41%,"83,492",2.9/5,67,199
2853,60%,2/10,82%,"6,797",3.6/5,3,2
2854,20%,2/10,17%,"1,241",1.8/5,3,12
2855,0,0,0,0,0,0,0
2856,6%,4/10,26%,"6,229",2.3/5,2,33
2857,12%,1/10,37%,"5,434",2.6/5,21,151
2858,0,0,0,0,0,0,0
2859,,,28%,160,2.2/5,0,0
2860,0,0,0,0,0,0,0
2861,0,0,0,0,0,0,0
2862,11%,3/10,48%,"27,376",3/5,21,165
2863,15%,7/10,43%,"324,383",3.1/5,32,176
2864,0,0,0,0,0,0,0
2865,,,42%,"7,512",3.1/5,0,0
2866,,,24%,403,2.3/5,0,0
2867,7%,2/10,20%,"2,124",1.7/5,5,66
2868,92%,3/10,69%,"5,542",3.5/5,23,2
2869,0%,6/10,50%,45,2.9/5,0,16
2870,19%,7/10,16%,698,1.9/5,5,22
2871,11%,8/10,36%,"121,711",2.8/5,23,179
2872,11%,4/10,16%,274,1.9/5,5,40
2873,4%,2/10,24%,"35,457",2.1/5,3,80
2874,13%,7/10,29%,81,2.7/5,1,7
2875,0,0,0,0,0,0,0
2876,0,0,0,0,0,0,0
2877,9%,5/10,14%,603,1.6/5,2,21
2878,0,0,0,0,0,0,0
2879,27%,5/10,45%,"759,048",3.1/5,57,153
2880,12%,6/10,24%,"53,974",2.4/5,8,61
2881,13%,1/10,44%,41,2.9/5,1,7
2882,0,0,0,0,0,0,0
2883,,,26%,499,2.3/5,0,0
2884,23%,3/10,36%,"56,818",2.3/5,12,41
2885,17%,4/10,26%,"3,532",2.6/5,1,5
2886,0%,3/10,32%,"3,167",2.5/5,0,35
2887,5%,3/10,10%,136,1.5/5,1,20
2888,32%,5/10,23%,524,2.3/5,24,50
2889,,,52%,378,2.8/5,0,0
2890,16%,2/10,56%,"19,972",3.2/5,7,38
2891,0,0,0,0,0,0,0
2892,0,0,0,0,0,0,0
2893,,,27%,96,2.8/5,0,0
2894,20%,5/10,22%,"7,132",2.3/5,16,64
2895,10%,5/10,8%,"1,682",1.2/5,1,9
2896,0,0,0,0,0,0,0
2897,1%,8/10,19%,"128,802",2.2/5,1,72
2898,23%,5/10,34%,"4,554",2.7/5,13,44
2899,0%,6/10,33%,865,2.5/5,0,34
2900,62%,1/10,89%,"17,861",4.4/5,213,133
2901,96%,9/10,76%,"3,436",3.9/5,315,14
2902,90%,1/10,80%,"15,993",4.1/5,403,45
2903,81%,4/10,95%,"3,724",4.4/5,215,52
2904,0,0,0,0,0,0,0
2905,81%,7/10,94%,"2,269",4.6/5,40,9
2906,85%,6/10,91%,"51,037",4.5/5,349,63
2907,98%,2/10,0,"47,367",0,50,1
2908,70%,9/10,95%,322,4.7/5,7,3
2909,94%,6/10,94%,"1,830,714",4.4/5,312,20
2910,91%,2/10,98%,"884,696",4.4/5,61,6
2911,71%,7/10,85%,"173,373",4.1/5,243,97
2912,91%,4/10,86%,"21,574",4.2/5,333,33
2913,86%,1/10,91%,"569,017",4.2/5,298,47
2914,94%,1/10,96%,"1,125,719",4.2/5,78,5
2915,0,0,0,0,0,0,0
2916,88%,8/10,87%,"127,446",4.1/5,295,42
2917,82%,4/10,94%,"355,343",4/5,79,17
2918,98%,3/10,98%,"732,022",4.4/5,86,2
2919,98%,7/10,93%,987,4.5/5,106,2
2920,72%,2/10,95%,"1,243,857",4.1/5,66,26
2921,95%,2/10,96%,"825,430",4.1/5,71,4
2922,91%,2/10,95%,"1,355,431",4.1/5,208,20
2923,87%,2/10,81%,"58,211",4.1/5,344,51
2924,84%,7/10,88%,"18,357",4.2/5,144,27
2925,99%,8/10,90%,"1,149",4.3/5,177,2
2926,0,0,0,0,0,0,0
2927,0,0,0,0,0,0,0
2928,96%,3/10,89%,"390,605",4.3/5,307,13
2929,87%,8/10,90%,"1,210,158",4.3/5,307,47
2930,98%,3/10,95%,"1,304",4.7/5,112,2
2931,88%,6/10,85%,"33,323,891",3.6/5,126,18
2932,75%,7/10,93%,"45,065",4.3/5,91,31
2933,0,0,0,0,0,0,0
2934,97%,9/10,97%,"410,783",4.3/5,90,3
2935,91%,2/10,94%,"736,787",4.1/5,249,26
2936,88%,8/10,87%,"774,411",4/5,279,37
2937,91%,8/10,92%,"253,206",4.4/5,279,27
2938,0,0,0,0,0,0,0
2939,91%,3/10,91%,"1,069,586",3.6/5,112,11
2940,93%,9/10,90%,"90,900",4.3/5,350,26
2941,93%,7/10,86%,"34,679,279",3.7/5,252,18
2942,96%,7/10,95%,"845,930",4.1/5,85,4
2943,0,0,0,0,0,0,0
2944,95%,6/10,91%,"635,858",4.1/5,217,12
2945,97%,6/10,85%,"126,497",4.2/5,382,13
2946,84%,7/10,90%,"186,128",4.3/5,267,52
2947,91%,8/10,91%,"130,662",4.3/5,318,31
2948,96%,9/10,97%,"428,343",4.3/5,87,4
2949,,,87%,113,4.1/5,0,0
2950,30%,2/10,Average Rating:,591,N/A,6,14
2951,0,0,0,0,0,0,0
2952,25%,2/10,41%,"83,492",2.9/5,67,199
2953,60%,2/10,82%,"6,797",3.6/5,3,2
2954,20%,2/10,17%,"1,241",1.8/5,3,12
2955,0,0,0,0,0,0,0
2956,6%,4/10,26%,"6,229",2.3/5,2,33
2957,12%,1/10,37%,"5,434",2.6/5,21,151
2958,0,0,0,0,0,0,0
2959,,,28%,160,2.2/5,0,0
2960,0,0,0,0,0,0,0
2961,0,0,0,0,0,0,0
2962,11%,3/10,48%,"27,376",3/5,21,165
2963,15%,7/10,43%,"324,383",3.1/5,32,176
2964,0,0,0,0,0,0,0
2965,,,42%,"7,512",3.1/5,0,0
2966,,,24%,403,2.3/5,0,0
2967,7%,2/10,20%,"2,124",1.7/5,5,66
2968,92%,3/10,69%,"5,542",3.5/5,23,2
2969,0%,6/10,50%,45,2.9/5,0,16
2970,19%,7/10,16%,698,1.9/5,5,22
2971,11%,8/10,36%,"121,711",2.8/5,23,179
2972,11%,4/10,16%,274,1.9/5,5,40
2973,4%,2/10,24%,"35,457",2.1/5,3,80
2974,13%,7/10,29%,81,2.7/5,1,7
2975,0,0,0,0,0,0,0
2976,0,0,0,0,0,0,0
2977,9%,5/10,14%,603,1.6/5,2,21
2978,0,0,0,0,0,0,0
2979,27%,5/10,45%,"759,048",3.1/5,57,153
2980,12%,6/10,24%,"53,974",2.4/5,8,61
2981,13%,1/10,44%,41,2.9/5,1,7
2982,0,0,0,0,0,0,0
2983,,,26%,499,2.3/5,0,0
2984,23%,3/10,36%,"56,818",2.3/5,12,41
2985,17%,4/10,26%,"3,532",2.6/5,1,5
2986,0%,3/10,32%,"3,167",2.5/5,0,35
2987,5%,3/10,10%,136,1.5/5,1,20
2988,32%,5/10,23%,524,2.3/5,24,50
2989,,,52%,378,2.8/5,0,0
2990,16%,2/10,56%,"19,972",3.2/5,7,38
2991,0,0,0,0,0,0,0
2992,0,0,0,0,0,0,0
2993,,,27%,96,2.8/5,0,0
2994,20%,5/10,22%,"7,132",2.3/5,16,64
2995,10%,5/10,8%,"1,682",1.2/5,1,9
2996,0,0,0,0,0,0,0
2997,1%,8/10,19%,"128,802",2.2/5,1,72
2998,23%,5/10,34%,"4,554",2.7/5,13,44
2999,0%,6/10,33%,865,2.5/5,0,34
